,Address,Trans,Final bal,Received,Sent,ins,outs
2562,1Py9opd3Dj9WyFxWEQBRsxif2VsmEVZ8VW,2,0.0,200.93454811,200.93454811,1,1
2563,16j12hM1WMAuvbS7fAbu3fQ1WS26YC6n4i,2,0.0,439.52980449,439.52980449,1,1
2564,3JQC7HFEF7WFMBwaM829yv9tqWSwR8QmVU,2,0.0,235.25426375,235.25426375,1,1
2565,36fic8NpA15CkCQf2f5f6ytZ5N7zMhSVZ1,1,268.88759403,268.88759403,0.0,1,0
2566,1PZCNQzArEyEUhnPa8PcaBfobswDWXtEvq,4,0.0,214.36518361,214.36518361,2,2
2567,34nC4x48opjy7SqArrJXcnaadb5m4CiFkH,50,0.0,873.3,873.3,25,25
2568,1Np9cw7kpD2gVGBb9iGGmmWiaShucANKvt,8,0.0,150.14219693,150.14219693,4,4
2569,1B5SAfJoV2PhtxyNfp11MyazpxRRgc4pnB,2,0.0,126.67574933,126.67574933,1,1
2570,3GX77Cf46qpgRPkMy2wph5MNJfLBYPYwNc,2,0.0,220.20188685,220.20188685,1,1
2571,18ndVJaCMc5dnrAKFGEgimW4WpujxDbP76,2,0.0,252.46360811,252.46360811,1,1
2572,3PgojAcEkX6M48GvF3R47kziwn2k9LTR5Z,2,0.0,194.57408913,194.57408913,1,1
2573,3Bq7YHeN2th83HHkLQa2vUhrdf3bHXwJPK,2,0.0,309.23297874,309.23297874,1,1
2574,3GAZCLZ3VvkktdcrrM8i1UKV9uPDufKjV7,2,0.0,130.80248739,130.80248739,1,1
2575,3BQVUQ3NqLrrntdt3X2XSZpacdueytkf5M,2,0.0,99.6266,99.6266,1,1
2576,3KiHZMbSoscrZbSdjsVVHQDunixnADMLZo,3,170.0,170.0,0.0,3,0
2577,3QXjHN47U7NcSp1MfKW1EQJhJtTyhd3as5,2,0.0,88.86260246,88.86260246,1,1
2578,34QviVugeiTwmskjezLdkuzs14JaU2YqGx,2,0.0,169.29445163,169.29445163,1,1
2579,3JpySAmsxq3nti44sMShE5jnFNbeuhuU34,2,0.0,99.22323739,99.22323739,1,1
2580,3GFw1tLagUEC3ACEb5ftYMxwhKuRBPbn84,2,0.0,745.82743673,745.82743673,1,1
2581,3MWeFSrgA9o6HsAUPLbq2kwA6PpFURdWhH,2,0.0,41.12997745,41.12997745,1,1
2582,3FhWzKn8yU4s1ZTWm4kyHVS59GVKsVncCr,56638,6.14483159,194102.54614438,194096.40131279,26,24
2583,3NSikAxJrfduFrjFabE9SjCGr7FKDgJekt,9,0.0,58.01,58.01,5,4
2584,1P7CfCUwHvgWRGq4KEMqR93z3LSPEDRucP,2,0.0,283.37338465,283.37338465,1,1
2585,1HhDMGv2D2Jz4XLLMF2ooC4xSBcPUJLZbs,204,11.51592055,3579.684168,3568.16824745,25,25
2586,1Kjnn4g49koxM2EiFBQcnqss9LZ6M2R7LX,2,0.0,545.90160826,545.90160826,1,1
2587,36vvqSRMcUPKYXbYMVJb5XZtf6BGxStBEz,2,0.0,208.08879292,208.08879292,1,1
2588,187zj4L41QpZJCEX2gKHKJh2ZHKrATXxDW,2,0.0,437.54494176,437.54494176,1,1
2589,1Jvum6Bf6CVasHLZthEqtWn1ZQCgmwZM15,627,229.2584766,713.94782353,484.68934693,50,0
2590,1NV5MHGMoZG9JKBfeGjWmkaH3J4TJJ4fuG,429,30.0,9557.76172622,9527.76172622,27,23
2591,3BcENfhrTGGsjXYLCe63HX6LZohNnWPNuQ,2,0.0,180.72472976,180.72472976,1,1
2592,3QH4tRhmftA21WcnL2hv9NYhnHsTbDiQS8,2,0.0,209.26251869,209.26251869,1,1
2593,38VAgGmDJW31edXT7GffrUmf7bJUBDLvjK,2,0.0,175.37413565,175.37413565,1,1
2594,33m2eEk9WV2sq8xbwWH9QwR62G2HARk69B,2,0.0,95.69721021,95.69721021,1,1
2595,333wUjNEhFLCjZG4Txk2rhdWubXaK8by1b,1,147.89190239,147.89190239,0.0,1,0
2596,38Y6iq3e6AhGp4T8C1vUdXafvuFmCzERXE,6,1001.0,3451.40401455,2450.40401455,5,1
2597,3QpiykAFo8zakAqFpQYTNw3ksNVCDgf5b9,2,0.0,118.41555633,118.41555633,1,1
2598,329TotWieJnzxpDXVHqPQVYA5dJVzzYQjk,2,0.0,145.71625738,145.71625738,1,1
2599,14S3TBGTffyQ8AWJdweytE2kTxsqDthA47,115,33.5,3674.01,3640.51,24,26
2600,3LjZtddJh83cFg1gJUm4Ldi3By94GrsYcm,2,0.0,197.09905692,197.09905692,1,1
2601,37YYQj5b1sRSdp5yoKFYuTW3ic9TkobhN2,2,0.0,345.31725853,345.31725853,1,1
2602,13M35L2u7BDgucvZEgA3EWbQJPA9GMWosh,2,0.0,304.35791464,304.35791464,1,1
2603,3JyNBA6fBw2LTFHN19Hufp6qxzyZBXqoaz,2,0.0,220.54904771,220.54904771,1,1
2604,1H9e4Wpn4xxoPGurKW61gKtrURUrcV43Aa,1,444.76781604,444.76781604,0.0,1,0
2605,31u8CRyCVsbtiqa3CW2q9Noekf2FpzZPXN,2,0.0,101.00968052,101.00968052,1,1
2606,3A2fiCNJtEAZS7xSW4kc3skSST5naBe2iA,2,0.0,159.86713805,159.86713805,1,1
2607,3M8kqCtobf993VHsDXFgvnxLgespzWSsp3,2,0.0,135.04095083,135.04095083,1,1
2608,1H5ouUAskCQqVxxA4xCZfvewbgtgWHUcBS,2,0.0,138.50786407,138.50786407,1,1
2609,3QpBvps3TpSqCwQHkqAA2CpELN5wrYmKJh,2,0.0,146.17639935,146.17639935,1,1
2610,1MEjcqj9qEaprqbpe1thmRFFLjSbxSgLH,22,0.0,14355.999,14355.999,11,11
2611,3BDt6m8smxAXLUQcGitwY3NmKnWiaKjckQ,3,0.1,112.62423153,112.52423153,2,1
2612,3KKfdMsFi9Rqac4oACQHKUk4v4jJF71fS8,2,0.0,157.23336709,157.23336709,1,1
2613,13zJYMcGJwjd65JyXw8LiDjTsVGbdPremG,2,0.0,352.97773714,352.97773714,1,1
2614,1C53DnvEDNQn63XMgf9CKZPHnqeVGyFUan,173,0.0,2670.865978,2670.865978,25,25
2615,3MxmfNGJLR7saJEGmaYtN3xdeHLu3H258H,2,0.0,151.83330026,151.83330026,1,1
2616,3KxDtD3GWxwqr1fNrhT6ttvum4H9J5A2ff,2,0.0,232.59273127,232.59273127,1,1
2617,1HMdwmv17fwJgZbTSQvueBanaezvS6foUR,2,0.0,250.982333,250.982333,1,1
2618,38mJ3F3gD7WRBPEpKrAcX6zNS8Vhh1PkSy,2,0.0,115.94981711,115.94981711,1,1
2619,34GpBDscUgPvoQgxHn24sDBAPgsntWYJXk,2,0.0,347.54194646,347.54194646,1,1
2620,3FePstQL8Nudkd182D7KAEF29rCTadpN5q,315,0.0,4613.03399987,4613.03399987,23,27
2621,3Gjt5bcQv5CcxiqmnK7XQhUuQ8FC3GpJtb,2,0.0,193.94753296,193.94753296,1,1
2622,3KxrkxduTxUi928rFm45hRctPS2XMBTpbr,2,0.0,99.99847228,99.99847228,1,1
2623,1BK1xqf9wAaxAhdt44drHGfwETjc3VLp2q,2,0.0,90.61872087,90.61872087,1,1
2624,35KDGy6mew8YxpzmJ9WgX5iyHEnJQfGKCg,17,0.0,214.31043312,214.31043312,9,8
2625,3826tFLCvqPBBE5t3d4mQkJA5TC9755zRF,2,0.0,227.55661502,227.55661502,1,1
2626,3D1u4SF6jgK2BQxPEdPL6m3P5QcJyuaHxv,2,0.0,139.99928994,139.99928994,1,1
2627,3PnJxhB3DaQP359nf2nEWKjfY9R2x4P9hC,2,0.0,145.74293785,145.74293785,1,1
2628,3PuA6uRoCgDzBiPMzcFJSko7YSKx86BLRj,2,0.0,98.77078545,98.77078545,1,1
2629,36YeEuvmgG1LbiDiK7cDAF3DEamHoH34Fy,2,0.0,133.41673084,133.41673084,1,1
2630,3KdNtk4hEVJcwZQoP95NgFxQoAuCUHHaCe,2,0.0,96.17796466,96.17796466,1,1
2631,36t8sTBqSqyyXPnFeZFoFcpr7CraWYMRvd,2,0.0,199.06944396,199.06944396,1,1
2632,1LKWWMRdezRED9bUdF2teDBLiES9mTsSHL,688,0.0,18258.31586927,18258.31586927,26,24
2633,3BehFUxvu1bFWJrxRBRCY8Cc9JiG9oBtD6,4,0.0,160.63417543,160.63417543,2,2
2634,3Lpmr7iczgECzLz8ucrFGLPXsU6xrBPXkk,2,0.0,198.36040214,198.36040214,1,1
2635,3Lzr8GTHLwLyjZmW9MiHDeu3fipHrwmK2a,2,0.0,149.99989189,149.99989189,1,1
2636,34TUqukuAJRsuDQaKCtEnMqrYj3QgYBBxb,2,0.0,200.0,200.0,1,1
2637,31xS3AVyq71hXMpUhiva4oJUfKvcdkJWC1,2,0.0,114.02403286,114.02403286,1,1
2638,1PY1NzsRoWPdc2UKx2EFXDWuqGajTn7Dbn,2,0.0,112.88321637,112.88321637,1,1
2639,3FZYNBsAQGVNDEG9e5Zjb7q9176azdKuwE,2,0.0,378.03916231,378.03916231,1,1
2640,3FqBjTx6zxYqH8buDCpma6G4p8sQnN1Dgu,2,0.0,140.85669826,140.85669826,1,1
2641,39H2M8GbxHCyj4pQG7uLqxTPcZjVPkYtGo,2,0.0,99.21670461,99.21670461,1,1
2642,3KkmCzbSWr4rXh5QGfoU6ujSYg2kfSpa7L,2,0.0,177.17805624,177.17805624,1,1
2643,3Lx84WutBwmzgn4t2hgAy2XrmTtn2xA7Aq,216,23.41176471,3491.35412653,3467.94236182,26,24
2644,3Nm9Ca2J4rK5By6efhFAdZEr7xJzRZHAHh,2,0.0,194.4811831,194.4811831,1,1
2645,3G49jc3mV6NWgjck5yWyoTUNMoraxfF1gW,2,0.0,175.75730261,175.75730261,1,1
2646,3JF4YvxCprmGXLtrAfStX8R6YCjm17SiNm,2,0.0,182.46965284,182.46965284,1,1
2647,3FUHmQ6XBQVms1acC42PMPu6NPg7LY3WL5,2,0.0,238.2511651,238.2511651,1,1
2648,3BECoA5BBo9JBrSzwLoSrvH4kzPRKEjWY9,2,0.0,125.5913205,125.5913205,1,1
2649,3EKVusLGHGkeaS9LoPu1WL5JhYvwiuGzoc,2,0.0,1626.84399229,1626.84399229,1,1
2650,3GNNoqCs9nQUcKqL3vedUFSneYvKXmET3F,2,0.0,118.64510728,118.64510728,1,1
2651,3BVXJXzCRJJGgyYbwdMj9ofPWSYjeJSJDb,2,0.0,247.88516914,247.88516914,1,1
2652,1J2dTQyF4htbBYM3iBobLVJgUgF6zMdSw1,85,0.0,29682.85209989,29682.85209989,49,1
2653,39RFQ3rALBF7fhmSDUQuwFY47jo7mYabsC,2,0.0,97.63547903,97.63547903,1,1
2654,3NHKme2cK9gyoyfkjRUbcSF5oci8pvFMFC,2,0.0,500.0,500.0,1,1
2655,3GDoqeUZ6xBgAJ7d64Lt2rBayLXEQbwJMf,2,0.0,152.84919556,152.84919556,1,1
2656,3FGwzzz3winqFKQ4cCyHCE1rnf3WYxhR9L,2,0.0,971.88364371,971.88364371,1,1
2657,3EV89EKcKYefNyDAFw4p8djwU2Z4LNbSWK,4,0.0,0.17430843,0.17430843,2,2
2658,17ng74FbS6kiaUx1E3aMs7LoJQRcPPphu7,2,0.0,499.12614855,499.12614855,1,1
2659,3GvdwkSLUmCW4kSLBucor2xetsgqe6dW39,2,0.0,93.99998497,93.99998497,1,1
2660,1D7849yqD9gJjZNSdyVnq11gko9q2GnK7y,2,0.0,157.33264978,157.33264978,1,1
2661,1DpSSbFPiGaYsgsfameumWEkPrbKAAsVn7,2,0.0,146.26878376,146.26878376,1,1
2662,3CNKLNAoqaF8uiE3Tg46RFHb1HXJKNFfo7,2,0.0,102.94789561,102.94789561,1,1
2663,1MzJwaFNvhzpwSVXhPQLYzeHoqyUjqhgqV,2,0.0,244.75089279,244.75089279,1,1
2664,3CVWS9DFt2P5evATh7An6XBiHdE4DsH2Jn,2,0.0,161.73059302,161.73059302,1,1
2665,3NgsZDrnUBrj9sLz7ygaoZvx5CRtpvTLXh,2,0.0,1868.08380694,1868.08380694,1,1
2666,1B6cGmHhwVqdVhHwuDw94qUghJEVbyi9JU,2,0.0,107.40948328,107.40948328,1,1
2667,37VQEPdWa6xEmTLgSWUY2FByD88QXAKQWJ,2,0.0,92.59408944,92.59408944,1,1
2668,3BXXw5o64bTaEPP9biydDrz294mTtgyJSX,2,0.0,981.20942138,981.20942138,1,1
2669,1GQdrdAvjEVZXgABtLRCx2JejU56MBGeYa,2,0.0,439.69227857,439.69227857,1,1
2670,1L2G2mhmr3SkpZMqcS58NQaSuS6UySbqMz,2,0.0,157.92340557,157.92340557,1,1
2671,3H91yetnY68DUeR4pbGBoPThyfzUs33hDr,282,0.0,4246.61434032,4246.61434032,29,21
2672,3Qj5cocwfDwmxBnefZQ1hhmPK9NrvJMbC6,2,0.0,122.62511339,122.62511339,1,1
2673,3CnwjGtg3sp914yuyo86fqV7MBHYKHu2mF,2,0.0,402.67085522,402.67085522,1,1
2674,3HsHqkeNV9wgKLATayyPenMzorqsN2JohF,2,0.0,229.18038767,229.18038767,1,1
2675,32v2KnJGxCPcFVLeCAWMvxPi1bjRDcu1C9,6613,0.0,197527.02885618,197527.02885618,24,26
2676,12suaDpUrURnntxXY5mX5xcn1uYVABTU2q,2,0.0,167.48212954,167.48212954,1,1
2677,3CRpAikqXUkLGzJjEVcYb6aVLLmj7oBat7,2,0.0,170.46030379,170.46030379,1,1
2678,33mXgvYvuP9pDBGGrP78fG8amzhfBqzubu,2,0.0,100.58110449,100.58110449,1,1
2679,331XRyZkbqgcWzgNc3ip9qc6WGE9FURfw1,1,249.0,249.0,0.0,1,0
2680,145Eq7wriEmSX7RaxgWTqwu7it55owTNRw,2,0.0,1.61074865,1.61074865,1,1
2681,15a9D4WrZ26yuQ8XgQGeFrGufUxvx7di9s,2,0.0,301.28391557,301.28391557,1,1
2682,1HGuQbu2K4B3HE6PCXMF7mxsZT5HCCQjWN,2,0.0,111.1555226,111.1555226,1,1
2683,13DhyeqMLCFiDcKjJnCok1rvsB8qdtom3K,48,0.0,1256.4759,1256.4759,25,23
2684,3DSTLKv3ETBhPPXoSaJwZkPEcD7CLAd1r9,2,0.0,197.10722711,197.10722711,1,1
2685,3EoGH8jFfE1jRJNi2B9Z6gwjzTbrGTt5q3,2,0.0,68.48992696,68.48992696,1,1
2686,39Sxrk4h5mShuTBUSsrdL6w3AEoooieroY,2,0.0,400.06429126,400.06429126,1,1
2687,36CYS68gTiU7eqrVpymMmDXys8sdzZYcwy,2,0.0,200.0,200.0,1,1
2688,18pFCMXaPueQ2y1xKc6ZNjKLiobzFZGyqA,2,0.0,390.00444062,390.00444062,1,1
2689,14EoLRbxZSoLCE9wEZoytubkhpod3QdQru,44,1.638e-05,2908.54144368,2908.5414273,24,20
2690,1CnZRyjSBhSntbhdmybUR3GKan2wq3tcye,2,0.0,400.00888489,400.00888489,1,1
2691,3NEHk7nrHDfHjCasf7yCKbCLUGxTVFwQ4r,2,0.0,100.90147762,100.90147762,1,1
2692,1EeNw2f8UhXwpLzrvLDPExn1mD3Ds1iMNA,2,0.0,78.90754914,78.90754914,1,1
2693,3A88ZQC2AjvL3iE5njZJJkeR3WM9SCgppS,2,0.0,308.72622336,308.72622336,1,1
2694,3Kr3h1zDjKsmNW88HHib4M27fzdVC4dEuE,2,0.0,707.66455616,707.66455616,1,1
2695,19NQLfjpGcXMkprepfa4SibL358zbuR35v,2,0.0,126.0,126.0,1,1
2696,1NnVue91U3a94XVqhDWJAamzfeJo1uwXsz,2,0.0,40.0,40.0,1,1
2697,3JYy47zdcKdRRs6weftZk7yJkeZfqzza6Q,2,0.0,390.88565458,390.88565458,1,1
2698,3QNx6dx7pVrSrwbA3AEk5sjY8Pc9CZmQ9e,2,0.0,540.72551522,540.72551522,1,1
2699,1HjN2buZmrDjWwH1kEWR5wf1897goD4wvn,2,0.0,14.0,14.0,1,1
2700,3E7EQFztPLPkbtfJY5w3u9puuxKseFQ68p,2,0.0,395.87425216,395.87425216,1,1
2701,13uJG38qpkoEdRTwMcfewhqyLH87KESWGF,2,0.0,112.6909285,112.6909285,1,1
2702,3HB4gxPNRrnNS7eDqAfoWfAsAvMNFsxDdg,2,0.0,99.8999538,99.8999538,1,1
2703,197zXJAaB6eEByjEeWbUKNayy2rtrPPVBr,56,0.0,453.14544248,453.14544248,25,25
2704,3FMaC9wpyQVwGLyDKGFYWGpcDAMQMv8SUG,2,0.0,94.33131927,94.33131927,1,1
2705,17ua4DsaTCecCD1iwCteiw91HJ6K38ea6K,2,0.0,200.46207578,200.46207578,1,1
2706,1BW7763dEwKhVbMMKa94gkDEJcnimNehit,12,6.33284147,178.0176105,171.68476903,8,4
2707,32VjUHWj5fGA5GcrmenS8MqtSyR2zcDDX3,2,0.0,134.17918828,134.17918828,1,1
2708,183cWx1B2koGpC99Twdk8fUnvAMXiW7vHX,227,0.0,4127.88614353,4127.88614353,24,26
2709,388DrVxvqcLn1ciRJqJ6io2nYyS7uoKHWh,2,0.0,161.57818981,161.57818981,1,1
2710,3Ch97pTfjMk1ovFiVPiiwHViRrr9gyJYzH,10,0.0,378.67153141,378.67153141,6,4
2711,1DiHDQMPFu4p84rkLn6Majj2LCZZZRQUaa,177,0.0,66235.82594558,66235.82594558,49,1
2712,19N7Y9NwBn1hBeMLLSfVkXDDhtmv5fiXDs,1950,5.58877291,2984.10322219,2978.51444928,40,10
2713,3QQzbnnbKeuSvdWJnGxs7EXdbN6VNatM6g,2,0.0,200.17879015,200.17879015,1,1
2714,1CseCRLXvn3aFMsR8qXdiNswcomNCQu5qw,2,0.0,146.33174506,146.33174506,1,1
2715,3CxcVtu95HSdZEo7tqQ77jSdJzZJGY8RpW,42,0.0,1515.62716286,1515.62716286,10,32
2716,3C6LVs5G2DR4axQJmA7q6bseQyRhgMQrtN,2,0.0,113.2580979,113.2580979,1,1
2717,3H49hzk1bvdLeDKdqmXrSRsVqdH2n6HhiJ,2,0.0,2001.05197858,2001.05197858,1,1
2718,3Qhmr38evoBTp4bCc8EZkzfoHdFchLexCC,2,0.0,3.16681789,3.16681789,1,1
2719,33UfFvJEtBrLHx2UT9DUMxBidMtGhV7gKh,2,0.0,106.75985355,106.75985355,1,1
2720,322irAMtXHYqd4EczoyjYVuZwhqhxH8NcP,2,0.0,132.79587282,132.79587282,1,1
2721,1FBoQA6MRh79QYmDZBKBDLbXiCikmGQmaF,2,0.0,109.43773767,109.43773767,1,1
2722,3QE3367zpmZeVxuJC7ak1ikzQ3cwJWHru4,2,0.0,140.4158445,140.4158445,1,1
2723,35UNmoRCafgXSpNL7y5U19GK67sbquPysA,56496,3.12474274,182023.55348079,182020.42873805,24,26
2724,1GW1GkuqMMc7cyeSsVZk6NwDCEoG3D6i7i,783,0.0,22045.9655,22045.9655,29,21
2725,3HDroGLP7SnWq4Ha1bAxi1psLoCZTb8sFc,2,0.0,351.90266373,351.90266373,1,1
2726,1LaDZPQAH8RirKUSfQJbqrYGmcTCZ8X1XK,1,370.73657641,370.73657641,0.0,1,0
2727,17LtaEB4aWMigRJtha58gHLpU2gXexVhjN,2,0.0,149.0301757,149.0301757,1,1
2728,3QgquemfCBNBAyH36SLGybGMST95uehoro,2,0.0,143.35978009,143.35978009,1,1
2729,3GL2GXh6afUeqLLwSupZ288RJaB8eMfcab,2,0.0,128.11182927,128.11182927,1,1
2730,3Dergqvy18xDvLqVeVPUHVRq6kD1KS18nD,184,82.0,1611.53529999,1529.53529999,36,14
2731,34nULgqSxYk9iWaamXu6kn6nedYuGvEZdu,2,0.0,130.99950915,130.99950915,1,1
2732,16uN2MmXCBUpyTJd3sjM94eV5q6fQXo8ii,2,0.0,126.43232939,126.43232939,1,1
2733,1JEZQheUZSgZ6KkaxhwCy8jrSXM9LdGD4h,2,0.0,83.20267401,83.20267401,1,1
2734,3LKFGq82oy1VTvw48k9RJ6xGFFdQ1tEYZo,2,0.0,364.0,364.0,1,1
2735,397GEJeDae1N8WywcX6qMqihuAsqvbTfSB,2,0.0,220.2311661,220.2311661,1,1
2736,3BZmoadDUYSbU3EjZfud1CB7k4DNJ8cCLU,2,0.0,214.7606375,214.7606375,1,1
2737,37kBa6ViCuzFobSv9vSgFZgTtJE5XdhqAC,2,0.0,170.82744385,170.82744385,1,1
2738,3G7riV5XjS5a17jbDRmuAD1fZgwfs41bRW,2,0.0,108.33989376,108.33989376,1,1
2739,3EUxSorvWEekjehTDq7Fi7no62Mip9d46R,2,0.0,799.22432819,799.22432819,1,1
2740,3BMEXZpTd3UN8T1rjpghhXpcb1oyyzuWGd,51,92.69749463,354.44086542,261.74337079,33,17
2741,3AqegzsjjvY6hwotSF2stSKZbsCiAQjhTL,4,0.0,132.0,132.0,2,2
2742,3472Kuxjv87u616Eu9k3oezLD979ESV25M,2,0.0,935.12568809,935.12568809,1,1
2743,3L6KcQpUa7m1cQnjJ9Ya1C8tvxHNLtDux8,2,0.0,150.98844195,150.98844195,1,1
2744,38UsJzR3VAzaSgDSPTKcUH8miDyB6z8CF9,2,0.0,136.61619691,136.61619691,1,1
2745,132iBDjXefc3Rfj8NoroJTHYa4qDp9zxXY,2,0.0,199.69032715,199.69032715,1,1
2746,3HaZugHc8Xhk5Tcfp5Ru515UFJb94hi1Nr,2,0.0,138.5955364,138.5955364,1,1
2747,3HjAxMKxKMTx7HVVSrhxdqbCzAz5kRSbXv,2,0.0,238.8183042,238.8183042,1,1
2748,33n2M2oYXVVfX44kfP8HjfdTd1vY49rNC1,2,0.0,132.87451622,132.87451622,1,1
2749,3JBbNwQJ48Ju8MagKvYkD5VqGHLXfRKtKg,2,0.0,161.85070042,161.85070042,1,1
2750,1E9SdiZCtBmFNT6RJraBtWSCAAcisKepds,3,0.0,837.18234935,837.18234935,2,1
2751,3K1eNbEqqcWtuftuZ53q4ERim9REXC2NJ7,2,0.0,259.99904873,259.99904873,1,1
2752,19rts8tAQKX84tWRBexPxp87ztTVdttzNy,2,0.0,96.70005083,96.70005083,1,1
2753,1AtVWkPijQNPXD28P3ae4SW56SdrumJbfA,2,0.0,600.18623554,600.18623554,1,1
2754,1538wBbrZgad4hq239B3J9DSMUreo2aQzZ,73,0.0,281.177,281.177,25,25
2755,3LFpna6iB6Cnbks6HhDKy8T5jrs9AyVrgt,2,0.0,132.62224102,132.62224102,1,1
2756,3A6f2YDHvYa592TzH3aXZEwNLjjwysrcPx,2,0.0,188.03647365,188.03647365,1,1
2757,32PmzTaDW1jGAywe97r864S2xdRymTES5Y,2,0.0,10.0,10.0,1,1
2758,1LN5nBXmEDka9NgFT8akmDGppXmmWx6Y4J,2,0.0,175.01545325,175.01545325,1,1
2759,3C6PF8yjuag2nTeQuLPrJB9C2Yr89REswH,454,0.0,828.60973679,828.60973679,27,23
2760,3Gyt2YMpmAVfksKQWCdYpByQ3x96Y8J4iq,2,0.0,125.51776476,125.51776476,1,1
2761,3NjMA5Ddg7tMG8e8VPR7izaxs2BUSQ7bqX,2,0.0,53.27,53.27,1,1
2762,1PF789URkBo38m1bSt7PXynhUPTRYoUsje,2,0.0,168.8778,168.8778,1,1
2763,36j8My4XQEzeErTjW9BxcaBYLsVBtuBtAa,2,0.0,34.81795032,34.81795032,1,1
2764,39ijp4Gm1u5eobUXDvFeUkptCxzM4wTvB9,55865,3.01380238,171127.26903194,171124.25522956,25,25
2765,33cPJu5YZdNfjvAEgR4nwYTtAA7wPJ44k2,4,0.0,110.08011887,110.08011887,2,2
2766,3LiEPNVuSdjKcz7DSpqzFubPt7jVJKaFtM,2,0.0,351.46695928,351.46695928,1,1
2767,1CfjGgxjH39aZTTBThuVaRUKXWAYkMWVMG,2,0.0,1017.1106909,1017.1106909,1,1
2768,17e5rQ7FbaSbLTgAFxJuW3Expo4b5jWvhy,23,0.0,257.52780684,257.52780684,12,11
2769,3QnYA6pqj59G1EdeQfZMBbk2KYP8SmtuUZ,2,0.0,87.0,87.0,1,1
2770,3H1QptytB3Td5n4E4X8rcdXeFtF6h9qZXx,2,0.0,997.10765824,997.10765824,1,1
2771,3C85yEDDuCc6SdLffsSwVbawzmyji8cfKv,2,0.0,145.07036385,145.07036385,1,1
2772,192mkVanvcKr5c4mKyLmVGzYhnav6HQzWC,98,0.0001,2977.216061,2977.215961,26,24
2773,38D8ggMDgydNHmsRAyWeCHKmWrgV4q9ZhY,2,0.0,188.5240437,188.5240437,1,1
2774,3PU1EwNPFKUG7GaQGvHmf5SdBx5uSfNwtT,2,0.0,256.25891458,256.25891458,1,1
2775,37dui6kfXBqUAKWFp67ynzmgNNAtKogkmM,2,0.0,94.84431143,94.84431143,1,1
2776,3BMEX7Xcmg8Th6EkSi2veNdEa5WpuNkkE9,33,15.78627918,992.16827069,976.38199151,22,11
2777,3G9Tv7g9L3cXXQo4kXq8yGYmxWEDu1fjiT,2,0.0,219.82962251,219.82962251,1,1
2778,135NG9Pn8kizdaNU8GfbCHoBFHABy3FU2h,2,0.0,128.9999322,128.9999322,1,1
2779,3NZhWFMEvC8TBDDZbCL8TsQbmCRvyUmc5m,2,0.0,167.98625449,167.98625449,1,1
2780,3KSXxehvKs3iGNonKbtwDbAJjieAhQ7en2,2,0.0,196.14654305,196.14654305,1,1
2781,3Lv9j4ebtUja5SkyV16sDWv2uyii4HbZdG,2,0.0,206.47919557,206.47919557,1,1
2782,3BKF3V4BnnWezpA21MSuSd54ZGJzKVAPmo,2,0.0,184.41425759,184.41425759,1,1
2783,3Gr7DVMkATBdSiNkdL1bg5LJ6Y7deE4yrd,2,0.0,387.54215145,387.54215145,1,1
2784,1BCzaWoYARt6dxXLYasJuPBhb4wNwZRMnN,9,0.0,345.61724632,345.61724632,5,4
2785,3KdgKBSxbvUdxJ1EbMnnvQo9VdSnQgVCD7,2,0.0,259.7448125,259.7448125,1,1
2786,3DLX54ugCTLXoyPisWKVEmWWQZVMBoBRtj,2,0.0,236.44215379,236.44215379,1,1
2787,3M9qhue8DYCtznSocxjhgQ2NeGXbAT9aAS,2,0.0,143.62270335,143.62270335,1,1
2788,3QJqNnREpYAj1Le5XJNnMWUGaKqwifiPmU,10,0.0,473.0,473.0,7,3
2789,3DE2ooaoqi9k5tfDhFY8SrXgVMpYDnBvwg,2,0.0,339.69479706,339.69479706,1,1
2790,32WRbvAtdJWphMSmP93Lm4d7YpnLhDNdCv,2,0.0,199.17792508,199.17792508,1,1
2791,3P5QsMdBPGJ7TKTcq7VdvVJ55CM3bCAuLB,2,0.0,239.94832072,239.94832072,1,1
2792,1KQDZ5H3ncEDJj7VpSENYKN22pv7ujVvxT,852,0.0,1260.41959584,1260.41959584,25,25
2793,3Q5v5o6QPL8MJ8tndkgu1yG6n4fmMotWaw,2,0.0,254.97559841,254.97559841,1,1
2794,3C8Htnq5itg1am1Hs8rwoqvxpwVAcexsxu,2,0.0,260.67231521,260.67231521,1,1
2795,3AE9q7kSzTzKXsS16ixQktuK7bheKVGoC2,2,0.0,93.49706742,93.49706742,1,1
2796,3DRQ5DpmSkdnoRdcVtHXQTWghmKR4vstCV,2,0.0,578.30007769,578.30007769,1,1
2797,3CusvbsT99iARQehFiBSzqyz5BorFGhsBn,6,0.0,254.88921476,254.88921476,3,3
2798,34AxSDadnVCfCYktepKdVxj5TcngH4nw3V,2,0.0,1035.74725614,1035.74725614,1,1
2799,345Lu3p373LqSsGHGxc43qZEYYRTRgBrJu,2,0.0,93.17811729,93.17811729,1,1
2800,38Y4zhvikk75FnY3uBaDDtqqzxVH8ecuLp,2,0.0,78.03743004,78.03743004,1,1
2801,3HfRtERHLgYxbRvyd8LRBYJFqgBhMLKHec,2,0.0,81.97264773,81.97264773,1,1
2802,3QWjdnL6CWgthLCkWUnHZ8mvxZzptyUwU7,2,0.0,149.29449471,149.29449471,1,1
